"start range,end range,street name,regulation text,regulation href"
"8800,8899,'W GRANTOSA DR','No Winter Night Parking',noWinter"
"8900,8999,'W GRANTOSA DR','No Winter Night Parking',noWinter"
"9000,9099,'W GRANTOSA DR','No Winter Night Parking',noWinter"
"9100,9199,'W GRANTOSA DR','No Winter Night Parking',noWinter"
"8000,8099,'N GRANVILLE RD','No Winter Night Parking',noWinter"
"8100,8199,'N GRANVILLE RD','No Winter Night Parking',noWinter"
"8200,8299,'N GRANVILLE RD','No Winter Night Parking',noWinter"
"8300,8399,'N GRANVILLE RD','No Winter Night Parking',noWinter"
"8400,8499,'N GRANVILLE RD','No Winter Night Parking',noWinter"
"8500,8599,'N GRANVILLE RD','No Winter Night Parking',noWinter"
"8600,8699,'N GRANVILLE RD','No Winter Night Parking',noWinter"
"8700,8799,'N GRANVILLE RD','No Winter Night Parking',noWinter"
"4400,4499,'N GREEN BAY AV','No Winter Night Parking',noWinter"
"4500,4599,'N GREEN BAY AV','No Winter Night Parking',noWinter"
"4600,4699,'N GREEN BAY AV','No Winter Night Parking',noWinter"
"4700,4799,'N GREEN BAY AV','No Winter Night Parking',noWinter"
"4800,4899,'N GREEN BAY AV','No Winter Night Parking',noWinter"
"4900,4999,'N GREEN BAY AV','No Winter Night Parking',noWinter"
"5000,5099,'N GREEN BAY AV','No Winter Night Parking',noWinter"
"5100,5199,'N GREEN BAY AV','No Winter Night Parking',noWinter"
"5200,5299,'N GREEN BAY AV','No Winter Night Parking',noWinter"
"5300,5399,'N GREEN BAY AV','No Winter Night Parking',noWinter"
"5400,5499,'N GREEN BAY AV','No Winter Night Parking',noWinter"
"5500,5599,'N GREEN BAY AV','No Winter Night Parking',noWinter"
"7700,7799,'N GREEN BAY AV','No Winter Night Parking',noWinter"
"7800,7899,'N GREEN BAY AV','No Winter Night Parking',noWinter"
"3400,3499,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"3500,3599,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"3600,3699,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"3700,3799,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"3800,3899,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"3900,3999,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"4000,4099,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"4100,4199,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"4200,4299,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"4300,4399,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"4400,4499,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"4500,4599,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"4600,4699,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"4700,4799,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"4800,4899,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"4900,4999,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"5000,5099,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"5100,5199,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"5200,5299,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"5300,5399,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"5400,5499,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"5500,5599,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"5600,5699,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"5700,5799,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"5800,5899,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"5900,5999,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"7200,7299,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"7300,7399,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"7400,7499,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"7500,7599,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"7600,7699,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"7700,7799,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"7800,7899,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"7900,7999,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"8000,8099,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"8100,8199,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"8200,8299,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"8300,8399,'W GREEN TREE RD','No Winter Night Parking',noWinter"
"2100,2199,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"2200,2299,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"2300,2399,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"2400,2499,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"2500,2599,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"2600,2699,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"2700,2799,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"2800,2899,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"2900,2999,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"3000,3099,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"3100,3199,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"3200,3299,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"3300,3399,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"3400,3499,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"3500,3599,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"3600,3699,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"3700,3799,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"3800,3899,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"3900,3999,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"4000,4099,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"4100,4199,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"4200,4299,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"100,199,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"200,299,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"300,399,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"400,499,'W GREENFIELD AV','No Winter Night Parking',noWinter"
"500,599,'W GREENFIELD AV','Special Case',specialCase"
"600,699,'W GREENFIELD AV','Special Case',specialCase"
"700,799,'W GREENFIELD AV','Special Case',specialCase"
"800,899,'W GREENFIELD AV','Special Case',specialCase"
"900,999,'W GREENFIELD AV','Special Case',specialCase"
"1000,1099,'W GREENFIELD AV','Special Case',specialCase"
"1100,1199,'W GREENFIELD AV','Special Case',specialCase"
"1200,1299,'W GREENFIELD AV','Special Case',specialCase"
"1300,1399,'W GREENFIELD AV','Special Case',specialCase"
"1400,1499,'W GREENFIELD AV','Special Case',specialCase"
"1500,1599,'W GREENFIELD AV','Special Case',specialCase"
"1600,1699,'W GREENFIELD AV','Special Case',specialCase"
"1700,1799,'W GREENFIELD AV','Special Case',specialCase"
"1800,1899,'W GREENFIELD AV','Special Case',specialCase"
"1900,1999,'W GREENFIELD AV','Special Case',specialCase"
"2000,2099,'W GREENFIELD AV','Special Case',specialCase"
"1800,1899,'E GREENWICH AV','Non Winter Exception to Alternate Side Night Parking',alternateException"
"1900,1999,'E GREENWICH AV','Non Winter Exception to Alternate Side Night Parking',alternateException"
"2000,2099,'E GREENWICH AV','Non Winter Exception to Alternate Side Night Parking',alternateException"
"2100,2199,'E GREENWICH AV','Non Winter Exception to Alternate Side Night Parking',alternateException"
"2500,2599,'W GREVES ST','No Winter Night Parking',noWinter"
"2600,2699,'W GREVES ST','No Winter Night Parking',noWinter"
"2700,2799,'W GREVES ST','No Winter Night Parking',noWinter"
"2800,2899,'W GREVES ST','No Winter Night Parking',noWinter"
"2900,2999,'W GREVES ST','No Winter Night Parking',noWinter"
"2600,2699,'N HACKETT AV','4 Inch Rule',4inchRule"
"2700,2799,'N HACKETT AV','4 Inch Rule',4inchRule"
"2800,2899,'N HACKETT AV','4 Inch Rule',4inchRule"
"2900,2999,'N HACKETT AV','4 Inch Rule',4inchRule"
"3000,3099,'N HACKETT AV','4 Inch Rule',4inchRule"
"3100,3199,'N HACKETT AV','4 Inch Rule',4inchRule"
"3200,3299,'N HACKETT AV','Non Winter Exception to Alternate Side Night Parking',alternateException"
"3300,3399,'N HACKETT AV','Non Winter Exception to Alternate Side Night Parking',alternateException"
"3400,3499,'N HACKETT AV','Non Winter Exception to Alternate Side Night Parking',alternateException"
"600,699,'E HADLEY ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"700,799,'E HADLEY ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"800,899,'E HADLEY ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"900,999,'E HADLEY ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"1000,1099,'E HADLEY ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"1100,1199,'E HADLEY ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"1200,1299,'E HADLEY ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"2000,2099,'N HALYARD ST','No Winter Night Parking',noWinter"
"2100,2199,'N HALYARD ST','No Winter Night Parking',noWinter"
"1300,1399,'E HAMILTON ST','4 Inch Rule',4inchRule"
"1200,1299,'E HAMILTON ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"800,899,'E HAMILTON ST','4 Inch Rule',4inchRule"
"900,999,'E HAMILTON ST','4 Inch Rule',4inchRule"
"1000,1099,'E HAMILTON ST','4 Inch Rule',4inchRule"
"1100,1199,'E HAMILTON ST','4 Inch Rule',4inchRule"
"2600,2699,'E HAMPSHIRE ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"2700,2799,'E HAMPSHIRE ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"2800,2899,'E HAMPSHIRE ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"2900,2999,'E HAMPSHIRE ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"3000,3099,'E HAMPSHIRE ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"3100,3199,'E HAMPSHIRE ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"3200,3299,'E HAMPSHIRE ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"1500,1599,'E HAMPSHIRE ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"1600,1699,'E HAMPSHIRE ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"1700,1799,'E HAMPSHIRE ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"1800,1899,'E HAMPSHIRE ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"100,199,'E HAMPTON AV','No Winter Night Parking',noWinter"
"200,299,'E HAMPTON AV','No Winter Night Parking',noWinter"
"100,199,'W HAMPTON AV','No Winter Night Parking',noWinter"
"200,299,'W HAMPTON AV','No Winter Night Parking',noWinter"
"300,399,'W HAMPTON AV','No Winter Night Parking',noWinter"
"400,499,'W HAMPTON AV','No Winter Night Parking',noWinter"
"500,599,'W HAMPTON AV','No Winter Night Parking',noWinter"
"1700,1799,'W HAMPTON AV','No Winter Night Parking',noWinter"
"1800,1899,'W HAMPTON AV','No Winter Night Parking',noWinter"
"1900,1999,'W HAMPTON AV','No Winter Night Parking',noWinter"
"2000,2099,'W HAMPTON AV','No Winter Night Parking',noWinter"
"2100,2199,'W HAMPTON AV','No Winter Night Parking',noWinter"
"2200,2299,'W HAMPTON AV','No Winter Night Parking',noWinter"
"2300,2399,'W HAMPTON AV','No Winter Night Parking',noWinter"
"2400,2499,'W HAMPTON AV','No Winter Night Parking',noWinter"
"2500,2599,'W HAMPTON AV','No Winter Night Parking',noWinter"
"2600,2699,'W HAMPTON AV','No Winter Night Parking',noWinter"
"2700,2799,'W HAMPTON AV','No Winter Night Parking',noWinter"
"2800,2899,'W HAMPTON AV','No Winter Night Parking',noWinter"
"2900,2999,'W HAMPTON AV','No Winter Night Parking',noWinter"
"3000,3099,'W HAMPTON AV','No Winter Night Parking',noWinter"
"3100,3199,'W HAMPTON AV','No Winter Night Parking',noWinter"
"3200,3299,'W HAMPTON AV','No Winter Night Parking',noWinter"
"3300,3399,'W HAMPTON AV','No Winter Night Parking',noWinter"
"3400,3499,'W HAMPTON AV','No Winter Night Parking',noWinter"
"3500,3599,'W HAMPTON AV','No Winter Night Parking',noWinter"
"3600,3699,'W HAMPTON AV','No Winter Night Parking',noWinter"
"3700,3799,'W HAMPTON AV','No Winter Night Parking',noWinter"
"3800,3899,'W HAMPTON AV','No Winter Night Parking',noWinter"
"3900,3999,'W HAMPTON AV','No Winter Night Parking',noWinter"
"4000,4099,'W HAMPTON AV','No Winter Night Parking',noWinter"
"4100,4199,'W HAMPTON AV','No Winter Night Parking',noWinter"
"4200,4299,'W HAMPTON AV','No Winter Night Parking',noWinter"
"4300,4399,'W HAMPTON AV','No Winter Night Parking',noWinter"
"4400,4499,'W HAMPTON AV','No Winter Night Parking',noWinter"
"4500,4599,'W HAMPTON AV','No Winter Night Parking',noWinter"
"4600,4699,'W HAMPTON AV','No Winter Night Parking',noWinter"
"4700,4799,'W HAMPTON AV','No Winter Night Parking',noWinter"
"4800,4899,'W HAMPTON AV','No Winter Night Parking',noWinter"
"4900,4999,'W HAMPTON AV','No Winter Night Parking',noWinter"
"5000,5099,'W HAMPTON AV','No Winter Night Parking',noWinter"
"5100,5199,'W HAMPTON AV','No Winter Night Parking',noWinter"
"5200,5299,'W HAMPTON AV','No Winter Night Parking',noWinter"
"5300,5399,'W HAMPTON AV','No Winter Night Parking',noWinter"
"5400,5499,'W HAMPTON AV','No Winter Night Parking',noWinter"
"5500,5599,'W HAMPTON AV','No Winter Night Parking',noWinter"
"5600,5699,'W HAMPTON AV','No Winter Night Parking',noWinter"
"5700,5799,'W HAMPTON AV','No Winter Night Parking',noWinter"
"5800,5899,'W HAMPTON AV','No Winter Night Parking',noWinter"
"5900,5999,'W HAMPTON AV','No Winter Night Parking',noWinter"
"6000,6099,'W HAMPTON AV','No Winter Night Parking',noWinter"
"6100,6199,'W HAMPTON AV','No Winter Night Parking',noWinter"
"6200,6299,'W HAMPTON AV','No Winter Night Parking',noWinter"
"6300,6399,'W HAMPTON AV','No Winter Night Parking',noWinter"
"6400,6499,'W HAMPTON AV','No Winter Night Parking',noWinter"
"6500,6599,'W HAMPTON AV','No Winter Night Parking',noWinter"
"6600,6699,'W HAMPTON AV','No Winter Night Parking',noWinter"
"6700,6799,'W HAMPTON AV','No Winter Night Parking',noWinter"
"6800,6899,'W HAMPTON AV','No Winter Night Parking',noWinter"
"6900,6999,'W HAMPTON AV','No Winter Night Parking',noWinter"
"7000,7099,'W HAMPTON AV','No Winter Night Parking',noWinter"
"7100,7199,'W HAMPTON AV','No Winter Night Parking',noWinter"
"7200,7299,'W HAMPTON AV','No Winter Night Parking',noWinter"
"7300,7399,'W HAMPTON AV','No Winter Night Parking',noWinter"
"7400,7499,'W HAMPTON AV','No Winter Night Parking',noWinter"
"7500,7599,'W HAMPTON AV','No Winter Night Parking',noWinter"
"7600,7699,'W HAMPTON AV','No Winter Night Parking',noWinter"
"7700,7799,'W HAMPTON AV','No Winter Night Parking',noWinter"
"7800,7899,'W HAMPTON AV','No Winter Night Parking',noWinter"
"7900,7999,'W HAMPTON AV','No Winter Night Parking',noWinter"
"8000,8099,'W HAMPTON AV','No Winter Night Parking',noWinter"
"8100,8199,'W HAMPTON AV','No Winter Night Parking',noWinter"
"8200,8299,'W HAMPTON AV','No Winter Night Parking',noWinter"
"8300,8399,'W HAMPTON AV','No Winter Night Parking',noWinter"
"8400,8499,'W HAMPTON AV','No Winter Night Parking',noWinter"
"8500,8599,'W HAMPTON AV','No Winter Night Parking',noWinter"
"8600,8699,'W HAMPTON AV','No Winter Night Parking',noWinter"
"8700,8799,'W HAMPTON AV','No Winter Night Parking',noWinter"
"8800,8899,'W HAMPTON AV','No Winter Night Parking',noWinter"
"8900,8999,'W HAMPTON AV','No Winter Night Parking',noWinter"
"9000,9099,'W HAMPTON AV','No Winter Night Parking',noWinter"
"9100,9199,'W HAMPTON AV','No Winter Night Parking',noWinter"
"9200,9299,'W HAMPTON AV','No Winter Night Parking',noWinter"
"9300,9399,'W HAMPTON AV','No Winter Night Parking',noWinter"
"9400,9499,'W HAMPTON AV','No Winter Night Parking',noWinter"
"9500,9599,'W HAMPTON AV','No Winter Night Parking',noWinter"
"9600,9699,'W HAMPTON AV','No Winter Night Parking',noWinter"
"9700,9799,'W HAMPTON AV','No Winter Night Parking',noWinter"
"9800,9899,'W HAMPTON AV','No Winter Night Parking',noWinter"
"9900,9999,'W HAMPTON AV','No Winter Night Parking',noWinter"
"10000,10099,'W HAMPTON AV','No Winter Night Parking',noWinter"
"10100,10199,'W HAMPTON AV','No Winter Night Parking',noWinter"
"10200,10299,'W HAMPTON AV','No Winter Night Parking',noWinter"
"10300,10399,'W HAMPTON AV','No Winter Night Parking',noWinter"
"10400,10499,'W HAMPTON AV','No Winter Night Parking',noWinter"
"10500,10599,'W HAMPTON AV','No Winter Night Parking',noWinter"
"10600,10699,'W HAMPTON AV','No Winter Night Parking',noWinter"
"10700,10799,'W HAMPTON AV','No Winter Night Parking',noWinter"
"10800,10899,'W HAMPTON AV','No Winter Night Parking',noWinter"
"10900,10999,'W HAMPTON AV','No Winter Night Parking',noWinter"
"11000,11099,'W HAMPTON AV','No Winter Night Parking',noWinter"
"11100,11199,'W HAMPTON AV','No Winter Night Parking',noWinter"
"11200,11299,'W HAMPTON AV','No Winter Night Parking',noWinter"
"11300,11399,'W HAMPTON AV','No Winter Night Parking',noWinter"
"11400,11499,'W HAMPTON AV','No Winter Night Parking',noWinter"
"11500,11599,'W HAMPTON AV','No Winter Night Parking',noWinter"
"11600,11699,'W HAMPTON AV','No Winter Night Parking',noWinter"
"11700,11799,'W HAMPTON AV','No Winter Night Parking',noWinter"
"11800,11899,'W HAMPTON AV','No Winter Night Parking',noWinter"
"11900,11999,'W HAMPTON AV','No Winter Night Parking',noWinter"
"12000,12099,'W HAMPTON AV','No Winter Night Parking',noWinter"
"12100,12199,'W HAMPTON AV','No Winter Night Parking',noWinter"
"12200,12299,'W HAMPTON AV','No Winter Night Parking',noWinter"
"12300,12399,'W HAMPTON AV','No Winter Night Parking',noWinter"
"200,299,'N HARBOR DR','No Winter Night Parking',noWinter"
"300,399,'N HARBOR DR','No Winter Night Parking',noWinter"
"400,499,'N HARBOR DR','No Winter Night Parking',noWinter"
"500,599,'N HARBOR DR','No Winter Night Parking',noWinter"
"950,999,'W HARRISON AV','Non Winter Exception to Alternate Side Night Parking',alternateException"
"1000,1099,'W HARRISON AV','Non Winter Exception to Alternate Side Night Parking',alternateException"
"1100,1199,'W HARRISON AV','Non Winter Exception to Alternate Side Night Parking',alternateException"
"1200,1299,'W HARRISON AV','Non Winter Exception to Alternate Side Night Parking',alternateException"
"1300,1399,'W HARRISON AV','Non Winter Exception to Alternate Side Night Parking',alternateException"
